"amount_lamport","amount_usd","is_sell","user","timestamp_unix","tx_hash","log_index","pool","fees","fees_usd","quote_mint","base_mint","quote_amount","base_amount"
7197684162,1084.76,0,"EoK6dnCVKkBEoNcraJJUFD7VCJgif74CZE9YDhNiSRhi",1749320462,"4NaMmmqmGdT7uFWgSR7QyaKYChW3sNEDQWpHYLKhUj1JNNjvKgtbQrVZDieLhgC7JC7U7HjGh4zkywHBx8mo8Fry",90,"6XwHQJxbSncMBzruMqkyWYxPXn8GHLDDJViYhj4ZkEcz",47692985954,7187.81,"A2cYt48GrrsdeHwEi9BSrPvXaUKe4wNAgSZT8SPiEamJ","So11111111111111111111111111111111111111112",19077194381278,7197684162
17078122819,2573.84,1,"EZ5vyVjWRan4y9BGByk4SegA7FG3pb7dCLi19LZcY7io",1749320462,"4NbhGu2KVuRVxNbitn9WxUNWhiSk4w5X8KSRfiRQLM7oarfaY8CPMuiD3vYbEUtdrvdyjuZ7EP48G17b6YjNWZQ2",39,"8rTnsruneAmBLzc9WvDRrG477Tzr5gbpTE8Fm4n7FpYn",51234370,7.72,"So11111111111111111111111111111111111111112","Cy7iVaPkPyjHF3qe1qNNGvRtMMSSf5Vxbbi9ArLjpump",17078122819,3876608815774
99377613,14.98,1,"Abah2DZftwY4HQLayumMy5p41qWxwbSHfzgyErybToa",1749320462,"4PFLgy6hwtDamXE8pCswdyXY9CKZwpNqmMe2savx2WADcgGHANWJ2uXUh6fdtRpVUWKdS3o5Y11EujHgeXZQuJPS",41,"EjhMhs3b2kYsnvEc7fTjHnWf34LVELFdPr5Yg5ufeWF3",34779963,5.24,"CM6PfMPQXpFs3Vt2wQcGWGoQFGBxLbYYZrzjdns2CVmh","So11111111111111111111111111111111111111112",13911984515,99377613
991412112,149.42,0,"2sdfSDN5ACzHUiHQUAwjbBa1rzM2khbqHMnKPNTcBBtu",1749320463,"4PoKqqu45uMJDyU81AqfdJwx44vbtQWHtHcP3qgHSQusEwDZHfRUSRo6Sz4GGpAPZQT61KrAD1HCAyS6AhsXjvnj",45,"CYZChncfiEUydDbxgQFPkV6UELu53ft4wCs5sbPdA7A",2974239,0.45,"So11111111111111111111111111111111111111112","HWkTm16zu7xnZhiPwLhuVM2gjf6t4ve8vDpZbDQ4pump",991412112,753515223895
1182935960,178.28,0,"ABbNL2MY1oQHV5wdAfYFnVoWqTN57X7gPy6kdTjYupUP",1749320460,"4QBWsFhaPQk1Fh56XLboqvXpTXkA2rCuaJd5D2atQtDgFzhYU9yna8QryxbjAB7Tf5WBYFcC14FD2rWUYmmc3Fsu",35,"A6iCpjATRCvYshjAdAg8dnsDHopudfMmGXT9gUYpnuyU",2351250233,354.36,"2ghRoZDfTzh5LhpVSDLfbb7q5v9M7P73QGKAtg1TEeQb","So11111111111111111111111111111111111111112",940500092965,1182935960
3924235487,591.42,1,"7tusEGiWeKUpF5ZZ92CFKeQWDrATxzbEGj95CEFrKdby",1749320464,"4QV5Jm8mxy9MwxHRJGwwzYqu8zygZX9UXwDYFDAb1vQfvYeivsCQaAdU23FAbNdiwKooRBVA4qSNpVjRerTm2DGD",45,"Be3vMkKfscgWhMsm92mPmXd7tMfLdNRRGXnH5nEP8tQr",22198308294,3345.51,"GfiJviUFmMe57DQveaL7sy3wn8kpT2eDDvyMByBXGtZY","So11111111111111111111111111111111111111112",8879323317457,3924235487
4452880768,671.09,0,"CXHvvJm1zSb2geq8rwumXTa48ED9pYEywrZpszQdFQJH",1749320464,"4QV5Jm8mxy9MwxHRJGwwzYqu8zygZX9UXwDYFDAb1vQfvYeivsCQaAdU23FAbNdiwKooRBVA4qSNpVjRerTm2DGD",90,"Be3vMkKfscgWhMsm92mPmXd7tMfLdNRRGXnH5nEP8tQr",25231160378,3802.59,"GfiJviUFmMe57DQveaL7sy3wn8kpT2eDDvyMByBXGtZY","So11111111111111111111111111111111111111112",10092464150505,4452880768
5342279189,805.13,1,"GWGgFN6A2dwpMHtaW28EtHfLJEAi7hvoE6oKuq78Zovz",1749320461,"4QvrLH7afbVzRpbczibMTtPKsJQDvHs3seiT8T2uuiDYBc9ta4Fv1hMzC98NUnKcABPoAQ2dsgwC3BZNzaVY9doP",45,"4vjHn45ht3bKnrJi6ZvaWvB2So5SXKWqZVM2QziM6JVy",20575611954,3100.95,"8292BZgqGMgh6nkWcwrxWn9VbfJXNKvNBHnVdwV4yrSF","So11111111111111111111111111111111111111112",8230244781443,5342279189
5558749743,837.76,0,"ttmYQpSE12bC9ikFX71jMe2neKoEgARvBY6vxDSwsci",1749320461,"4QvrLH7afbVzRpbczibMTtPKsJQDvHs3seiT8T2uuiDYBc9ta4Fv1hMzC98NUnKcABPoAQ2dsgwC3BZNzaVY9doP",90,"4vjHn45ht3bKnrJi6ZvaWvB2So5SXKWqZVM2QziM6JVy",21420957774,3228.35,"8292BZgqGMgh6nkWcwrxWn9VbfJXNKvNBHnVdwV4yrSF","So11111111111111111111111111111111111111112",8568383109360,5558749743
2494908,0.38,1,"HJdZJ6azgELmXvDbsQtxKQDaeAkE1MNDWKazhZ5MUdHM",1749320460,"4R4W3FW9GjAYtuL3zyNuHT8p8vGiLUu4sVhA9GfYAqvzMBgMdXezyTWcQiT1PENKJNEAJCZGuBDkLzc8HHDK9J8h",45,"HtBG9ecH83zwb2WrFBp1s8jjZaqgXAjNGaruU9zEdEZX",11881122,1.79,"FaDv4kq6xMWDye9ZXYWhTqhnJKe3dYiQi1zc413PutBK","So11111111111111111111111111111111111111112",4752448390,2494908
4664854,0.7,0,"DXT9KH51oSmYWHCRkzXtwoF3sBrBumgSJg34Yo5Wugh6",1749320460,"4R4W3FW9GjAYtuL3zyNuHT8p8vGiLUu4sVhA9GfYAqvzMBgMdXezyTWcQiT1PENKJNEAJCZGuBDkLzc8HHDK9J8h",90,"HtBG9ecH83zwb2WrFBp1s8jjZaqgXAjNGaruU9zEdEZX",22214843,3.35,"FaDv4kq6xMWDye9ZXYWhTqhnJKe3dYiQi1zc413PutBK","So11111111111111111111111111111111111111112",8885936828,4664854
1215906486,183.25,1,"CkiCgSES19ZtvA3nAUdyU816cmKtq3DvzuHkqSQitxyv",1749320465,"4RBgm2LFr66RF2rfxHAEN5HCJf8Rr1msTt6gpyGK7gZsbnjVoFAsxgBgT3fV1TUf5ChphmthjhxQXppKu7cCfZsv",39,"CYZChncfiEUydDbxgQFPkV6UELu53ft4wCs5sbPdA7A",3647721,0.55,"So11111111111111111111111111111111111111112","HWkTm16zu7xnZhiPwLhuVM2gjf6t4ve8vDpZbDQ4pump",1215906486,904634347214
7163333,1.08,1,"yoinkeCWvHf8oG6iMNX7sjG2fVw99Y8d3ReYUnhzFHA",1749320461,"4RC7nv3Kts5TGqWv2Dng8AKkJkRTRGmXBF4eB4arq1VchT6vFwrWk2Y2inBkKqb8meawRFY4WPmSAqU7NWK81nAw",38,"B7HDkgqhe6Z7QRt9oifbDaCbAjUr8cCwvcRjgH66rGQ5",21491,0,"So11111111111111111111111111111111111111112","CzHc1ugMNhim5JCJC8ebbp4k14jfrbZx1HNcMyEppump",7163333,876398651
77082,0.01,0,"8pzBGC9KkyssMFuckrcZTN52rhMng5ikpqkmQNoKn45V",1749320464,"4RD9pJnMyf2RPgHwGZ1VRuEzj9bXr7woNswQGYJV4KRUHFgFDQUH4muDz4hr61W7PTqXhKgpkThvcwEGPiiXHjNX",25,"7Q85cfsaZtRbSiwHUmsq3GsU6cFWWeZJvYFBuVbmtkaY",233,0,"So11111111111111111111111111111111111111112","8BjQHNfcMzNM36rdk6avoJj3c3CTcDGMU5S26Hhgpump",77082,14893658
98703,0.01,0,"4emG3Uud1nYFjTHFx3xymxwDtrjjPgHaCcZjNX2odR9z",1749320461,"4RJKcudoXcoSCgyG6HMiK8cmafmX5Rxz34ccYtB3BqhZAa633ip3vc4eeX7zq6HGwbWNd47VXFiehjKqwwKXV8EP",31,"8rTnsruneAmBLzc9WvDRrG477Tzr5gbpTE8Fm4n7FpYn",298,0,"So11111111111111111111111111111111111111112","Cy7iVaPkPyjHF3qe1qNNGvRtMMSSf5Vxbbi9ArLjpump",98703,23379438
7777655846,1172.17,1,"GhRrBG7gEDYMT2fe28vGbJq2Ue5iX8pczQuud7UgLcaR",1749320461,"4RnFDYT9qyM7i5AsMBqrjukPJQvUfJS8FCskPj5SBkUywSNmJah8M6k8HtbkdZ6z5tx2ViyY6yPKJK9qXXYAhzs6",45,"2nzumpN1yN7FrfSA4pZsUNED9asJR1STGday9TK7WwZS",17051428084,2569.82,"3sqYsZJVCFv6GBP7itpgUnEsLPvwdA5h6H7HsYADPYsD","So11111111111111111111111111111111111111112",6820571233299,7777655846
7230382774,1089.69,0,"F58565viH5V7YWuenagJqhB9ZjGapDuktjrwf335ABuY",1749320461,"4RnFDYT9qyM7i5AsMBqrjukPJQvUfJS8FCskPj5SBkUywSNmJah8M6k8HtbkdZ6z5tx2ViyY6yPKJK9qXXYAhzs6",90,"2nzumpN1yN7FrfSA4pZsUNED9asJR1STGday9TK7WwZS",15835978562,2386.64,"3sqYsZJVCFv6GBP7itpgUnEsLPvwdA5h6H7HsYADPYsD","So11111111111111111111111111111111111111112",6334391424269,7230382774
955656608,144.03,0,"GBj8TsFFMHrB4GQvPG56q3C17U6DXKFp9m5sfHBG1cwK",1749320464,"4Rnmk2dnabbF3q1cLHHhb3Z2vZnB26XZASzv5xP8iQNGbQYB64Dg1iR8NknkciavjErT2dtMLYYzKxZn5aGNKFwF",47,"CYZChncfiEUydDbxgQFPkV6UELu53ft4wCs5sbPdA7A",2866972,0.43,"So11111111111111111111111111111111111111112","HWkTm16zu7xnZhiPwLhuVM2gjf6t4ve8vDpZbDQ4pump",955656608,725161274137
3671661865,553.36,0,"3MeEw7dm9tQkBgkpgi41juDF2MNAHjwvih1Pir8PkYXi",1749320461,"4Rq9Ph9p8ooeD2dWhJBvBToVerWEg5rtXet78TmL5BoKTpfcU4Fazs1UoC1QubV3wNuUBufZka3WR3VXjZWthPe",18,"8rTnsruneAmBLzc9WvDRrG477Tzr5gbpTE8Fm4n7FpYn",11014986,1.66,"So11111111111111111111111111111111111111112","Cy7iVaPkPyjHF3qe1qNNGvRtMMSSf5Vxbbi9ArLjpump",3671661865,948358000000
488475670,73.62,1,"Cm7sKwULhQWH3Gox3Bu552gkmwNFd5XMdtd6ZWGF8Ka7",1749320463,"4S6MKtG15i2oE83CN9cyxkHYKdXQxfrXQQodh5crTa713cBksjStfZChfP2SJEdVHNGsEpquDXgBHVLJMSHSBQG3",41,"9GenQVsVtizUrMoa4uUZzj8hyMSep3DHeE8sj2c9pZ53",81851204,12.34,"7M1opPrXL92Qh1hz7Ekb4jVzcCsXmUBDB8NvaXUxXCAz","So11111111111111111111111111111111111111112",32740481497,488475670
997262166,150.3,0,"uXjYfwddxXuPAv69dW2hjGmsrfFzhWr7WjTaP6tnN2D",1749320463,"4SESa98Bqi1NVXXN6i4pATZx1bYrGNnZSihvckn9arpNDwpD9rJc4a9GdZCwb4vrHvcEiMdN5oDpVNnLFYDeZGiK",47,"CYZChncfiEUydDbxgQFPkV6UELu53ft4wCs5sbPdA7A",2991789,0.45,"So11111111111111111111111111111111111111112","HWkTm16zu7xnZhiPwLhuVM2gjf6t4ve8vDpZbDQ4pump",997262166,764761624738
322464456,48.6,1,"GKQ6GC6392XUhAY3fwkepGpXzhFpH5PrEg6k8naeVBnt",1749320461,"4SLpCiRp27sFCtQTMnFfVG8UThP8LW76vFN7k9taGj1Z18qpzFg4yjLGs5yibd24H2HvVPHtsiaJtEhJHqFtHcxy",45,"8rTnsruneAmBLzc9WvDRrG477Tzr5gbpTE8Fm4n7FpYn",967395,0.15,"So11111111111111111111111111111111111111112","Cy7iVaPkPyjHF3qe1qNNGvRtMMSSf5Vxbbi9ArLjpump",322464456,80363765186
80955,0.01,0,"8pzBGC9KkyssMFuckrcZTN52rhMng5ikpqkmQNoKn45V",1749320460,"4SSxPqL75R1fNv8mCCAJBFXwcJkZCD3mK5KF6qWxkDWoJJ3LHC8Tx4TBF1NZMpHzEXudL6ifXQjDtMgkcSn7HE33",25,"7Q85cfsaZtRbSiwHUmsq3GsU6cFWWeZJvYFBuVbmtkaY",244,0,"So11111111111111111111111111111111111111112","8BjQHNfcMzNM36rdk6avoJj3c3CTcDGMU5S26Hhgpump",80955,15631893
224269322,33.8,1,"Bq5HT4RD2gbSmgA6u5tAsFsNjJkeASzCjNb8CinWHCKv",1749320461,"4SXiCEAnJdrKEHK6AHokFyB3rA9qvn2bamEP4JNyitkGML1hqTtVo7nWsBuJs5VmbW7VesJfBDwSq5Mrx7TZmaUa",34,"53ZjCNbreTFZtacKAjQbw73Mu4LTQ42pqvwpmhPE1oqv",672809,0.1,"So11111111111111111111111111111111111111112","68JeGpcRoU4P1e6q3yzoAusdfBnbzkw3JFMq6UDTpump",224269322,53928579907
441584,0.07,1,"7jRi4MRtsG4kxbUvQCxHib7B1H3imDh69BdcxLVrXYmA",1749320464,"4StF1ssdUKqUXBjhukYZ4U3KVGm5C7CKSLqhw8DRTV9AjkYPLZrEzBwC7Gopg4B9ryRxvLL2JK2xteydx7N5HWTn",45,"ESs7CFTgJuHKFxwu5Y7qerndWYnHQjbaj9u7rUinHbaV",1326,0,"So11111111111111111111111111111111111111112","EdkMbLbaHZNUSez4Z36t8fZbHwtQ4Wt34Q4YLx2ipump",441584,58294910
73217112,11.03,1,"HHmKUa94s3FwUJmPRTucJewLQtC2jFXThobPZE6x8jAi",1749320464,"4T5tdWar53X5C2boHpYLRtZi1ufxPkuNiRYD9mM4DMeqrizxZEqr6YMFdGyXbeN4BMknpoHqdqDB6CZo5X8m33NH",45,"6XwHQJxbSncMBzruMqkyWYxPXn8GHLDDJViYhj4ZkEcz",507445414,76.48,"A2cYt48GrrsdeHwEi9BSrPvXaUKe4wNAgSZT8SPiEamJ","So11111111111111111111111111111111111111112",202978165459,73217112
65488313,9.87,0,"64jxXEKfbeGkXhNF2HiWZQCcQK9ybPQrp3h7dirEHTFZ",1749320464,"4T5tdWar53X5C2boHpYLRtZi1ufxPkuNiRYD9mM4DMeqrizxZEqr6YMFdGyXbeN4BMknpoHqdqDB6CZo5X8m33NH",90,"6XwHQJxbSncMBzruMqkyWYxPXn8GHLDDJViYhj4ZkEcz",453865254,68.4,"A2cYt48GrrsdeHwEi9BSrPvXaUKe4wNAgSZT8SPiEamJ","So11111111111111111111111111111111111111112",181546101227,65488313
36302101,5.47,1,"Hnj8YpZGqmaVrgYRVUktfrFdrGn8j3oSymJSs6VqZ6au",1749320464,"4TBFtkzBTEe49zUXFthep9nzmY3tQsvmdGXymegBJJkLt3HCD8MpLs3rVY7UnZMoN9PjK5g6sFJBt5gTJrsP7Dzc",45,"DtucGTQjbP6U34HV69AMYLVnRxayNRqpZGcRPiN1iPJ",264584712,39.88,"2r2KshGD462QibKJYrZRLo7hFQtxzRNp3rMHR9dEEiTh","So11111111111111111111111111111111111111112",105833884310,36302101
26766094,4.03,0,"4zY5Unxv14P4MEcZWB97Fxhb5KRSJcH15XA6n2mx5TtY",1749320464,"4TBFtkzBTEe49zUXFthep9nzmY3tQsvmdGXymegBJJkLt3HCD8MpLs3rVY7UnZMoN9PjK5g6sFJBt5gTJrsP7Dzc",90,"DtucGTQjbP6U34HV69AMYLVnRxayNRqpZGcRPiN1iPJ",195075133,29.4,"2r2KshGD462QibKJYrZRLo7hFQtxzRNp3rMHR9dEEiTh","So11111111111111111111111111111111111111112",78030052673,26766094
343977719,51.84,1,"6kjA3ueoXVuv1e3bpgeFf3iCSaut3xYBLayskXEtzrPC",1749320461,"4TKpNFJZJ1yKvpCuvcHJfMfUwda72KJ35T7jKcVbaeCvn4mwtMpER1vh7MZUY7tM4pKfyEWAM8kzxnAJiTzaoFUR",41,"EjhMhs3b2kYsnvEc7fTjHnWf34LVELFdPr5Yg5ufeWF3",123234565,18.57,"CM6PfMPQXpFs3Vt2wQcGWGoQFGBxLbYYZrzjdns2CVmh","So11111111111111111111111111111111111111112",49293825957,343977719
5549400048,836.35,1,"8HiUCtk5sZHziVK3xWcTVbL4Jqp1TsvwpoYdjef76UY",1749320464,"4UQfLx7s74ArkfB1Vyuq2oPj4bpYRpshnLARFFetVfjvqJPJfYkt2dGoNS44LdFh6eBWG56qKFTq3uLjA5TYxeoR",45,"4vjHn45ht3bKnrJi6ZvaWvB2So5SXKWqZVM2QziM6JVy",22419523355,3378.85,"8292BZgqGMgh6nkWcwrxWn9VbfJXNKvNBHnVdwV4yrSF","So11111111111111111111111111111111111111112",8967809341664,5549400048
5552652939,836.84,0,"4xZBTT5ZArMXgK8imjkx18y3bowMysGSd6DLQYJuzPbp",1749320464,"4UQfLx7s74ArkfB1Vyuq2oPj4bpYRpshnLARFFetVfjvqJPJfYkt2dGoNS44LdFh6eBWG56qKFTq3uLjA5TYxeoR",90,"4vjHn45ht3bKnrJi6ZvaWvB2So5SXKWqZVM2QziM6JVy",22433452219,3380.95,"8292BZgqGMgh6nkWcwrxWn9VbfJXNKvNBHnVdwV4yrSF","So11111111111111111111111111111111111111112",8973380887500,5552652939
5169868046,779.15,1,"DrhWXQBfAHGZaBH9uLQdT3wiuatadEot1AzTFe3uUEgw",1749320462,"4UWTr5fN8kbpZ5Jw5u1cr7TAYDP5d1Vk54Axo6Qg881FZSD3qkKLBZm4U1zAaBifJrRLY6Jmih4N3tDkx4Nv1ajk",45,"4vjHn45ht3bKnrJi6ZvaWvB2So5SXKWqZVM2QziM6JVy",19983707817,3011.74,"8292BZgqGMgh6nkWcwrxWn9VbfJXNKvNBHnVdwV4yrSF","So11111111111111111111111111111111111111112",7993483126030,5169868046
7303727565,1100.74,0,"6jzeg2XuKKQcBnMLGwJRwrbU6p7XMHWKnY4cLj6RSNSo",1749320462,"4UWTr5fN8kbpZ5Jw5u1cr7TAYDP5d1Vk54Axo6Qg881FZSD3qkKLBZm4U1zAaBifJrRLY6Jmih4N3tDkx4Nv1ajk",90,"4vjHn45ht3bKnrJi6ZvaWvB2So5SXKWqZVM2QziM6JVy",28377454280,4276.77,"8292BZgqGMgh6nkWcwrxWn9VbfJXNKvNBHnVdwV4yrSF","So11111111111111111111111111111111111111112",11350981711547,7303727565
333985406,50.33,1,"Cm4qcz94M7Fp1a5vhxTWRFzT4jHzU24ZKHB5tb9Nkkqw",1749320463,"4Uk2EdXFDZub8jRo7q66LocPoWqfDHW9tb9bJxL3j6qHZ9UdJWrL1iF26RXE3NHtUdLGnu3wyQKP66hbjEsHnbSH",41,"EjhMhs3b2kYsnvEc7fTjHnWf34LVELFdPr5Yg5ufeWF3",115289700,17.38,"CM6PfMPQXpFs3Vt2wQcGWGoQFGBxLbYYZrzjdns2CVmh","So11111111111111111111111111111111111111112",46115879606,333985406
7106136964,1070.97,1,"CmMA5SGr6Tz3jWehmK2PjaHApiCdy16B7ZmP95u3mwo7",1749320462,"4UqKN1bhc53UVnvCfM3iQKYj2NsAyRLNGggTi5wTxGh8gcqRkU9yCKoRakCdfmp7Lq2BLS4d5pkdZ21maEnDAWko",45,"37mETtTck2ha4n1X5zc9zh9me35RbC2fBXfc1GpCxDa1",20108597060,3030.57,"4gFy2jSh2WPFS2dTYzuhGowiuCf82JVBhYuGjgZvUoLA","So11111111111111111111111111111111111111112",8043438823645,7106136964
6687837459,1007.92,0,"2s4kU4H6wDuXXt1zhS8VvvLs9KPdocQ3dY4BejcDKUPW",1749320462,"4UqKN1bhc53UVnvCfM3iQKYj2NsAyRLNGggTi5wTxGh8gcqRkU9yCKoRakCdfmp7Lq2BLS4d5pkdZ21maEnDAWko",90,"37mETtTck2ha4n1X5zc9zh9me35RbC2fBXfc1GpCxDa1",18907383407,2849.53,"4gFy2jSh2WPFS2dTYzuhGowiuCf82JVBhYuGjgZvUoLA","So11111111111111111111111111111111111111112",7562953362368,6687837459
582143952,87.73,1,"FdxYnbA4oLSA5pvQFeBgfupYQNFwDbhV7Uh3Mia7qi8P",1749320463,"4Uw5HyfcVi7NRoAcM7d8cpXesJmzmEpu7dV3WLjL9qz9wiP3Wkj6dS9gUvFyDy5DVhTrqfBPVHw7XkpzjpEfCvH3",39,"CYZChncfiEUydDbxgQFPkV6UELu53ft4wCs5sbPdA7A",1746432,0.26,"So11111111111111111111111111111111111111112","HWkTm16zu7xnZhiPwLhuVM2gjf6t4ve8vDpZbDQ4pump",582143952,458477623833
2573795664,387.9,1,"mmP1YotK8iDvJXEfHeCBuFpUHiYKmoXWAmrYvKTDBRH",1749320461,"4UykVK2NqC2bdDtR4f1TCq9ZLSmdxVMWgeXTF15dnhVywz1NgMuWDVRZyqxrnvbPMq7CgHeS5ztETM412ponk694",41,"A6iCpjATRCvYshjAdAg8dnsDHopudfMmGXT9gUYpnuyU",3054514265,460.35,"2ghRoZDfTzh5LhpVSDLfbb7q5v9M7P73QGKAtg1TEeQb","So11111111111111111111111111111111111111112",1221805705800,2573795664
6787593558,1022.96,1,"Guw1oxfRQJbEaSLLkAcRtNmFDL5jLmMHUzKwtJA2n2Er",1749320464,"4Vy2D6oiqaB9mVev8bHD1C4YUeQqeWuSqbd5oHSMPWgU5Jqm7jTgvnHoLpU6F9yooegEKDUJZV2WDmjJRiL4nodK",45,"2nzumpN1yN7FrfSA4pZsUNED9asJR1STGday9TK7WwZS",14735529755,2220.79,"3sqYsZJVCFv6GBP7itpgUnEsLPvwdA5h6H7HsYADPYsD","So11111111111111111111111111111111111111112",5894211901649,6787593558
6374738647,960.74,0,"EAQPaCfSCdyge94tFHxERr3DobDoAkwzEpTTekkTWudm",1749320464,"4Vy2D6oiqaB9mVev8bHD1C4YUeQqeWuSqbd5oHSMPWgU5Jqm7jTgvnHoLpU6F9yooegEKDUJZV2WDmjJRiL4nodK",90,"2nzumpN1yN7FrfSA4pZsUNED9asJR1STGday9TK7WwZS",13829057198,2084.18,"3sqYsZJVCFv6GBP7itpgUnEsLPvwdA5h6H7HsYADPYsD","So11111111111111111111111111111111111111112",5531622878758,6374738647
613,0,0,"HXzkkswG8A2etA2nWWQg6NQKoy4zXrZP5JmXYFrYNRdz",1749320464,"4W2guPFa8EJijDJzwDD9YS9wj4QLYkhQEkpKAHaaPMvpymbG5dWiTRqhNCy4xt4gWK1nbQYqz1rRBHfso4cLMZWC",21,"GE47FkQYBZAHD9QgMrRp9k1W8eMMUxMkfHXRcNEcwfGZ",3,0,"So11111111111111111111111111111111111111112","Ai3eKAWjzKMV8wRwd41nVP83yqfbAVJykhvJVPxspump",613,5471
5654402258,852.17,1,"HYSHUSLN6yhvhE4iQZHuVQgFX511rTzHVoFcYC814Ksq",1749320464,"4WV6gF245vAXgkovrzctdmmtgHZpP17hvoV1UKj9w9vQsj7sEoorMnijeDPPE7sDjt4vXoKmbUuAczg1bR8u315u",45,"8rAQvSZ3APy63bYrDydcK2M1qpNsm7KqcQyd1A4QUY64",9886841108,1490.05,"2hPBMjEGzwdPPgiTNdyMNaXTFfj1Z5ejPU5TqVnTLRxj","So11111111111111111111111111111111111111112",3954736442956,5654402258
4964535706,748.21,0,"9jcEiUuC2z3VXUTMrr9VTQTJNTGJgqR5AWW2AB4xVq1u",1749320464,"4WV6gF245vAXgkovrzctdmmtgHZpP17hvoV1UKj9w9vQsj7sEoorMnijeDPPE7sDjt4vXoKmbUuAczg1bR8u315u",90,"8rAQvSZ3APy63bYrDydcK2M1qpNsm7KqcQyd1A4QUY64",8668503660,1306.43,"2hPBMjEGzwdPPgiTNdyMNaXTFfj1Z5ejPU5TqVnTLRxj","So11111111111111111111111111111111111111112",3467401463601,4964535706
187006559,28.18,1,"ZCG2DhHoao3cLXRT5tKQfWa8yqHiSGhWSCRtvrg8LyB",1749320463,"4XPjq9vxm7Tmzf5i4rt5gg76Qtk1n9m8sN55pNM4YJv1C82A5CZKgbGBkwLMx3nCWbPeVS1jrvrVMAMDcrokff3M",41,"6Z5htyNPBWggGNCK8p6dg6CsXWWxjUSz6XdXZ17wKod5",159246477,24,"E4ietnQURbew1577SHehu99y5xKozzw2Mz5mZc6VyAAX","So11111111111111111111111111111111111111112",63698590478,187006559
206044201,31.05,0,"D9YbGDKvByntvuePGMas76A7rLMs4sEChwuWrk9DJJre",1749320460,"4YUJVcvPbraerG4qsY5A5CYovsbHnfXquWcSxDwcxKGVs462bXCumihFZhfk2JEkRcGTFNYVVtfcCMoqTjfMUWUS",35,"6Z5htyNPBWggGNCK8p6dg6CsXWWxjUSz6XdXZ17wKod5",180564818,27.21,"E4ietnQURbew1577SHehu99y5xKozzw2Mz5mZc6VyAAX","So11111111111111111111111111111111111111112",72225926752,206044201
7796016248,1174.94,1,"ByaUmvPDUmBaK8Y4G95hbhRBMGx3rGdErKd8hk9hmJJv",1749320461,"4YXNroiwJi8nJJYHiKAT48A4gVw5ZbgKatF9ic8QwjmgUpB6YbQrrsKn2npndDVdYDKkWHyWyfQfJUm5ReTUMvB3",45,"A9NvNz97S7MpSzKjbSvrYXJ78ECd19tRAzwT9yeDv69W",53330779457,8037.48,"BPurhBhxyBwDNUeJ9w4X6gxojHJb3gztgfhwBcnQWGS3","So11111111111111111111111111111111111111112",21332311782340,7796016248
6706360108,1010.72,0,"BVEeSErXMH5Gmqf2iwDyxJ1jt2CzrNJHnXWoJQeswYNU",1749320461,"4YXNroiwJi8nJJYHiKAT48A4gVw5ZbgKatF9ic8QwjmgUpB6YbQrrsKn2npndDVdYDKkWHyWyfQfJUm5ReTUMvB3",90,"A9NvNz97S7MpSzKjbSvrYXJ78ECd19tRAzwT9yeDv69W",45702353345,6887.8,"BPurhBhxyBwDNUeJ9w4X6gxojHJb3gztgfhwBcnQWGS3","So11111111111111111111111111111111111111112",18280941337821,6706360108
753383821,113.54,1,"FDSkb4gvzkmrtcZbXAfJVDbnMNv8n5F35ULGmPMRZR8u",1749320461,"4YvZHfy6KzcsfiaCvC1a9tLeLp4juXAEfyMi54HF2VqyG3aRu1Rkt2KthoRPfNDwxDXVZRWmFMVESgq3KX1184Xy",39,"CYZChncfiEUydDbxgQFPkV6UELu53ft4wCs5sbPdA7A",2260152,0.34,"So11111111111111111111111111111111111111112","HWkTm16zu7xnZhiPwLhuVM2gjf6t4ve8vDpZbDQ4pump",753383821,608718482752
1468758486,221.36,1,"Gvy3GNZ1WZhQBCCUJqJtXFCjDsMJuF3gxah9SuAEFWyK",1749320461,"4YxsQjmQx3PRyThGYqeJbrpWjQCkj3ke7SDfCu7oXR88B7yHwc1dkA574kuRtnm52GWyjoWBDZr3BSU8RwMe3YTf",39,"CYZChncfiEUydDbxgQFPkV6UELu53ft4wCs5sbPdA7A",4406277,0.66,"So11111111111111111111111111111111111111112","HWkTm16zu7xnZhiPwLhuVM2gjf6t4ve8vDpZbDQ4pump",1468758486,1159508950325
1456702,0.22,1,"DXT9KH51oSmYWHCRkzXtwoF3sBrBumgSJg34Yo5Wugh6",1749320461,"4ZcEWwwzvMTYRjp3S8xSFRhHu8kVru83GCe5DJeTrpsU7XBNVKurfPWj8JY5f7yAqXxmaniUkWXYhm1LfPXnwkeR",45,"HtBG9ecH83zwb2WrFBp1s8jjZaqgXAjNGaruU9zEdEZX",7050803,1.06,"FaDv4kq6xMWDye9ZXYWhTqhnJKe3dYiQi1zc413PutBK","So11111111111111111111111111111111111111112",2820320917,1456702
2514150,0.38,0,"8USafmxKXPWRhgCDWR5zg17rp8c6X3b1zfjfMrFGZC1z",1749320461,"4ZcEWwwzvMTYRjp3S8xSFRhHu8kVru83GCe5DJeTrpsU7XBNVKurfPWj8JY5f7yAqXxmaniUkWXYhm1LfPXnwkeR",90,"HtBG9ecH83zwb2WrFBp1s8jjZaqgXAjNGaruU9zEdEZX",12169148,1.83,"FaDv4kq6xMWDye9ZXYWhTqhnJKe3dYiQi1zc413PutBK","So11111111111111111111111111111111111111112",4867658743,2514150
