"amount_lamport","amount_usd","is_sell","user","timestamp_unix","tx_hash","log_index","pool","fees","fees_usd","quote_mint","base_mint","quote_amount","base_amount"
2581721191,389.09,1,"8TGSVsRM8GzoKYR86YDBh9dqoMWHbLcG7CaTo3S5GSkT",1749320465,"2rgnJZn6jB547BrCvtY5kuewHFxJDuLoscNbFSkpbMqyi2nzY8hFFj6EPec8tFKhD8bqgZK7CEFXQHfhbrNXjkEv",73,"CVLf28FRXnHnruRoKHxWxvNziwAbzg8RiofRa9c5aiuT",7745165,1.17,"So11111111111111111111111111111111111111112","DMe5rm71RUkGzzDzf5fVMyNR792L7nWjTEBDGBsSpump",2581721191,3891628713963
1924163,0.29,1,"G6iKCMmDKLA8PWMmwrs3RGcArxzUmA6AfvFLE1A54KX5",1749320465,"57Z7udMChVum2m52ZM1iurZ26HyK2r8Roc1B7RU54hgy2UoAJZMSvELC5T21aiXqYLb2xXw7XURtAAmBiR2JXJSV",45,"HtBG9ecH83zwb2WrFBp1s8jjZaqgXAjNGaruU9zEdEZX",9414558,1.42,"FaDv4kq6xMWDye9ZXYWhTqhnJKe3dYiQi1zc413PutBK","So11111111111111111111111111111111111111112",3765822935,1924163
492470155,74.22,0,"41m4rzsjjdaq3z1yqzFmBC7wKGpmpZGk4PEUG5QQ95kb",1749320465,"4s1NjXQ1uqTHkSF1yFSxuqkBtdqRappcL47d9N5tFBfkmX1hbiTZLy5J3NSYYZ8LkmAHCyiYPzKvPf3JDqDmWz2A",45,"CYZChncfiEUydDbxgQFPkV6UELu53ft4wCs5sbPdA7A",1477413,0.22,"So11111111111111111111111111111111111111112","HWkTm16zu7xnZhiPwLhuVM2gjf6t4ve8vDpZbDQ4pump",492470155,366151079478
2581600000,389.07,0,"8TGSVsRM8GzoKYR86YDBh9dqoMWHbLcG7CaTo3S5GSkT",1749320465,"2rgnJZn6jB547BrCvtY5kuewHFxJDuLoscNbFSkpbMqyi2nzY8hFFj6EPec8tFKhD8bqgZK7CEFXQHfhbrNXjkEv",49,"CVLf28FRXnHnruRoKHxWxvNziwAbzg8RiofRa9c5aiuT",7744800,1.17,"So11111111111111111111111111111111111111112","DMe5rm71RUkGzzDzf5fVMyNR792L7nWjTEBDGBsSpump",2581600000,3891628713963
5045757,0.76,0,"86JGVSkKzWTBYJam3FVFgibiQEv64127ZobDU8ibtuTu",1749320461,"1mSuxEHqhmMh7cCHhcv2VV1K8NwyCwVhnZ2BiWXM4eGZ4yxh9RJQs5UidmLCvjmr3vgVv6pwCTKEnJ9BSooy4Xr",23,"BdjfXqH2MDPhuoaMUgKPy4RwF6sStUb8nDqjrJGgDUaC",15138,0,"So11111111111111111111111111111111111111112","39zSVsSHFqNhARbVh6n8ZF78nCmhV3gSg8D39xhBNe73",5045757,581564666
498917103,75.19,0,"EeUt7VMy2hgCKD3DehqPiJ4uJi86GCPD6zierXN1AKBq",1749320463,"1q1j6Vb1aM4hMH8vdVnUm763pij6yqGDwaSreVe45zALqamQDfoi9zzVEmB24kLDdfrZc6vEBMY6jMefDs4TmiH",45,"CYZChncfiEUydDbxgQFPkV6UELu53ft4wCs5sbPdA7A",1496753,0.23,"So11111111111111111111111111111111111111112","HWkTm16zu7xnZhiPwLhuVM2gjf6t4ve8vDpZbDQ4pump",498917103,387843883057
6012397841,906.13,1,"Cme8Cxo6rujJUX38rjUP4CYu23bxk7cRhHwCujuwZgz8",1749320464,"218qKyayT9HvksPUqxZ2UnQykNJR9ZeUsfiGEd2Ru21dM46AyEsgi8k2fWTP3RE5bayo7o6U6XmetEDGKw3nfRU7",45,"A9NvNz97S7MpSzKjbSvrYXJ78ECd19tRAzwT9yeDv69W",40667116198,6128.94,"BPurhBhxyBwDNUeJ9w4X6gxojHJb3gztgfhwBcnQWGS3","So11111111111111111111111111111111111111112",16266846478749,6012397841
7947644598,1197.79,0,"Ax6YMZhXa7ttv9QkCaSs4mo7kZuPoJGRcaLsQp7hnCR1",1749320464,"218qKyayT9HvksPUqxZ2UnQykNJR9ZeUsfiGEd2Ru21dM46AyEsgi8k2fWTP3RE5bayo7o6U6XmetEDGKw3nfRU7",90,"A9NvNz97S7MpSzKjbSvrYXJ78ECd19tRAzwT9yeDv69W",54127824303,8157.6,"BPurhBhxyBwDNUeJ9w4X6gxojHJb3gztgfhwBcnQWGS3","So11111111111111111111111111111111111111112",21651129720924,7947644598
1824463977,274.96,0,"7ht7dVLxmV9dDyZ5Loaj72WygjrSmDBdprwfrP4KFdRW",1749320462,"21ER4eZmHPycZ8ki8VoJXQsBHwHbgqJmcPJwsuvifEisFCkofzFy3SCPS2AmQN3mHuQyiAPE2j6NkZuFoVimVuJe",35,"A6iCpjATRCvYshjAdAg8dnsDHopudfMmGXT9gUYpnuyU",3216182972,484.71,"2ghRoZDfTzh5LhpVSDLfbb7q5v9M7P73QGKAtg1TEeQb","So11111111111111111111111111111111111111112",1286473188091,1824463977
1004752683,151.43,0,"Gsky3PYzSn5MFJiUMaMPj6hnfLPG4goXW9gqbTtvfqE9",1749320463,"21GdRj9SGc8n8f1cnoGFVTDS8pDefeCnZudzzR57z8Ns3j1h1GpC58RD5HWpBJn7ShgTiSCk3UdBznDBAo8vtc7V",47,"CYZChncfiEUydDbxgQFPkV6UELu53ft4wCs5sbPdA7A",3014260,0.45,"So11111111111111111111111111111111111111112","HWkTm16zu7xnZhiPwLhuVM2gjf6t4ve8vDpZbDQ4pump",1004752683,750087600935
19740775,2.98,0,"9z1GqbEokyQwtSLuMGVcTiiBL41X9eFCZEUwjnwq7exp",1749320464,"21KPKuk636CujJ1TWT2e4kyeSTVYyaJiDk9XuoEuKwyZgrM8Jq2fyWgF1zgvQatHeoZs2zsmLXPNq6jkyMNeHW15",51,"CwP5FWR2XSWUfQaUqEgVmeaABwRWgoLDhPtaTv93Eizs",59224,0.01,"So11111111111111111111111111111111111111112","BML7jTJWfLMJkbBXY5mreG4eWnVrLuFLXp2qVoRxpump",19740775,183604690742
7226577043,1089.12,1,"FJ8BWTGBiRjD11psS9mVMEQKk7Vgb4rGiJVgK8CwuxgW",1749320460,"21cTmFSYFapUet1VEav52en9a5nTSaeriAqtJT7Lsw7Qb7C1V5vD1R6kf3JgJ1UzXvB8sbLbgxGgoDgjyFt5cdSy",45,"yEyua52wQzbAFnC6ZyeEfNFTwCRbDzJf7yDJSeu8Hzf",17604897155,2653.23,"FNyKYLKDsTW5Dm7TPXa3fy6iwehh8ZFQ1FB4Wt37cddE","So11111111111111111111111111111111111111112",7041958861765,7226577043
6405557470,965.38,0,"ArsXzqcQSJgWvxqJH8iCyUco6HvcZYFGjP6mcm6yEFzH",1749320460,"21cTmFSYFapUet1VEav52en9a5nTSaeriAqtJT7Lsw7Qb7C1V5vD1R6kf3JgJ1UzXvB8sbLbgxGgoDgjyFt5cdSy",90,"yEyua52wQzbAFnC6ZyeEfNFTwCRbDzJf7yDJSeu8Hzf",15580708625,2348.17,"FNyKYLKDsTW5Dm7TPXa3fy6iwehh8ZFQ1FB4Wt37cddE","So11111111111111111111111111111111111111112",6232283450000,6405557470
86336969,13.01,1,"96ouBm9H9gVYMYgV5kFgS9aqiCmr8RHyK5hHfbZcEFw1",1749320464,"21eSUetc8cZGyH9S51WMiiM7BLjEQdz2zkyFn5mJEgC3Y4TqvFmZxG9ynCYZHgFmU1GHMSRibBnQuadkmUsqHESB",41,"HuzSpg58Z6nHsZgbxaNX9eetPJVeirNS51nMy6NxTG7u",13978284,2.11,"AUDNsWaQrmPt38kxzbAHBKMh6rW9yU7ZnFWJZaiQ83kU","So11111111111111111111111111111111111111112",5591313072,86336969
3340670438,503.47,0,"7qbNi8QFrREPfz6iBzTQ483dPzTDeZj4bDpknvNvNs7x",1749320464,"21pTDM7yeJMD3bsq618VHn3AdPViZ41NJ6cvx1juYEBJmdYQ7j9vAUsfDu7o17BvYuYyrLNx4MgXfvHrNEMWY6G6",23,"3YzeRqYZU79bqSFobtVFqDk2mBoeiaW8USsi6yzGsF4j",10022013,1.51,"So11111111111111111111111111111111111111112","7iFpiWGdzpkxFjs84g84kPtHpQWKBgRapgk8Tdtg2duP",3340670438,5892670882590
4126924556,621.97,0,"GymoZih7rw4DEEiF8TYNtd9Qt6QAEtrr9LG95y5jMfED",1749320462,"223TkJ9tr3evbomBhV9obm21zNMrL3deDeG2V5hkVNjZFx84LguedjR5qX8qVjvec4SwGoexn7WoZAKhZuiX5hKo",39,"8rTnsruneAmBLzc9WvDRrG477Tzr5gbpTE8Fm4n7FpYn",12380776,1.87,"So11111111111111111111111111111111111111112","Cy7iVaPkPyjHF3qe1qNNGvRtMMSSf5Vxbbi9ArLjpump",4126924556,895655000000
501878705,75.64,0,"3XHvBDXtxnJB4YcMJg3DmTDo92VKerZd84EuKAJKuv2C",1749320459,"22pbpfjZgRVXDgzpLaqkS65JCmjH2fz99B9sHiA5oSuU4gaa9E5Qk5iCfZkhRVUGpaRZmobyS2qqxmKCoi9Gcd2G",47,"CYZChncfiEUydDbxgQFPkV6UELu53ft4wCs5sbPdA7A",1505638,0.23,"So11111111111111111111111111111111111111112","HWkTm16zu7xnZhiPwLhuVM2gjf6t4ve8vDpZbDQ4pump",501878705,407685421106
7531217231,1135.03,1,"22jUyWwXKd6sGgDFDHfdBqLA1o91TUHc5arcV6gFjkbH",1749320460,"22rs7TNvShwKGnVUa9wpEzgRWzUvZxpvHPEePTE5ZRZbErs11cUbQE5MM5afq6DUuKc9soEGm9ob6SiuAjPwzkkw",45,"2nzumpN1yN7FrfSA4pZsUNED9asJR1STGday9TK7WwZS",16592953244,2500.72,"3sqYsZJVCFv6GBP7itpgUnEsLPvwdA5h6H7HsYADPYsD","So11111111111111111111111111111111111111112",6637181297436,7531217231
6061646368,913.55,0,"Bgt2DebmbjwfJa3yBCM2p6iarVsyQu2T2CutSNNcAn3G",1749320460,"22rs7TNvShwKGnVUa9wpEzgRWzUvZxpvHPEePTE5ZRZbErs11cUbQE5MM5afq6DUuKc9soEGm9ob6SiuAjPwzkkw",90,"2nzumpN1yN7FrfSA4pZsUNED9asJR1STGday9TK7WwZS",13319118049,2007.32,"3sqYsZJVCFv6GBP7itpgUnEsLPvwdA5h6H7HsYADPYsD","So11111111111111111111111111111111111111112",5327647219176,6061646368
374091304,56.38,0,"31apAmyGUbEDnV7X8oU7G4ioB6XpPawk8afuQUGwRjKZ",1749320461,"22u47U3AbGv1BZtadoAxCCw8idw6YpHbgovufQqYoQkxJPPqo9KYQ3nwQxRMUTYRpTJKxH96t3p6nMgpHoWywCq5",35,"6Z5htyNPBWggGNCK8p6dg6CsXWWxjUSz6XdXZ17wKod5",317754427,47.89,"E4ietnQURbew1577SHehu99y5xKozzw2Mz5mZc6VyAAX","So11111111111111111111111111111111111111112",127101770199,374091304
49553624,7.47,0,"9c6Z7FCCfSL28bJkNbKcqCE1yHEifCudsxQr5ZF3pxQL",1749320461,"22x3Mp6jwbdmEYKFNV726pCuMyMfCPjFF5hnbfyv1CBVs7gv2zAK1fqSf4FL9oSrbwsjnxUjV4kzFwENjU7mjC8P",51,"ESs7CFTgJuHKFxwu5Y7qerndWYnHQjbaj9u7rUinHbaV",148662,0.02,"So11111111111111111111111111111111111111112","EdkMbLbaHZNUSez4Z36t8fZbHwtQ4Wt34Q4YLx2ipump",49553624,6462586847
9970,0,0,"8TGSVsRM8GzoKYR86YDBh9dqoMWHbLcG7CaTo3S5GSkT",1749320462,"23e9mM9wRGCPLCAA5YkrUT7g4tAyZLLp3dpX7GEzF4eNHwFiXzvT3fTCBVShezmdvw492WUf1V2CtfH1LCjxtshE",47,"CVLf28FRXnHnruRoKHxWxvNziwAbzg8RiofRa9c5aiuT",30,0,"So11111111111111111111111111111111111111112","DMe5rm71RUkGzzDzf5fVMyNR792L7nWjTEBDGBsSpump",9970,15390511
7,0,0,"7qbNi8QFrREPfz6iBzTQ483dPzTDeZj4bDpknvNvNs7x",1749320464,"23w4ZqME898jthsKNx3UoGdNNviLXyY1tdUufv77mE3VdBk2knxzLBg7XARKkJRWmtE9ERzbXqoiqp7K2FzfQ4PB",21,"Fv26iipgsCP2MqSpmXdjiYTmorfVPvgc527zku9QVBMi",2,0,"So11111111111111111111111111111111111111112","5UUH9RTDiSpq6HKS6bp4NdU9PNJpXRXuiw6ShBTBhgH2",7,60
8,0,1,"7qbNi8QFrREPfz6iBzTQ483dPzTDeZj4bDpknvNvNs7x",1749320464,"23w4ZqME898jthsKNx3UoGdNNviLXyY1tdUufv77mE3VdBk2knxzLBg7XARKkJRWmtE9ERzbXqoiqp7K2FzfQ4PB",41,"FPaiKpWmYpfB7pWGPGhejX1Ydws8CZ5qygtcTK7Qq6So",2,0,"So11111111111111111111111111111111111111112","5UUH9RTDiSpq6HKS6bp4NdU9PNJpXRXuiw6ShBTBhgH2",8,60
156524708,23.59,1,"HLLWyQC2VGb7KtumacRLGWbbW4hWtZTGX8TH8u4LgBP5",1749320460,"243NguUK5cMoUNz1RDLUY86jrcz4dX6mtSragk48ezYJPNeUApopSTpqqvXQzq4Pu7MzNdPUQFuzgTK5vgTYWnSE",41,"HuzSpg58Z6nHsZgbxaNX9eetPJVeirNS51nMy6NxTG7u",25780557,3.89,"AUDNsWaQrmPt38kxzbAHBKMh6rW9yU7ZnFWJZaiQ83kU","So11111111111111111111111111111111111111112",10312222030,156524708
498055831,75.06,0,"FmDaWdW9PMWBnNtZeNEBFvrbW7AAiFomNDRbdyy9Vhsv",1749320460,"2443QFy3gnoqJDDeWPYrAS7sz6E8idHBkAnw3ZYFEd5KaytPtnZzm4YTMSJueWqL6C2gunpTTcBPY4Hni3hzZtQK",72,"ErYoKaHp7SSXZSLwHSkJ5ZiQUS28DxULbGkaeg7R9oE1",1494168,0.23,"So11111111111111111111111111111111111111112","GaCu7tyNHBoNbwTqgAu9P7votzMTzENe6M9mRrmLpump",498055831,1172538653155
5,0,1,"7qbNi8QFrREPfz6iBzTQ483dPzTDeZj4bDpknvNvNs7x",1749320462,"249C8z93xirRh2a4hvQzAkNY9RFsZKHPrgwtbZjVmeGKN5fSj7gFsiDCiKNx8qpqGobT2jH88Sw4PY1GzqvMvzuH",36,"B4jfxrgL9arLdAwBwpNSfKKrhg8n5MpMDLax3VMK4qcv",2,0,"So11111111111111111111111111111111111111112","Ce2gx9KGXJ6C9Mp5b5x1sn9Mg87JwEbrQby4Zqo3pump",5,189
12650096685,1906.5,1,"FFidPdmHnSVWEHoX6PfTG1DTUjzw4jexpCComf2QBrrh",1749320464,"24DFeB6jW8W9BB4F55gsn8jDiVcBUWqvJFCLqnshSApfben8RJ7amW1QK4dG3NL1fNBWR4GkeQbopGCiC5Lw82zg",47,"BdjfXqH2MDPhuoaMUgKPy4RwF6sStUb8nDqjrJGgDUaC",37950292,5.72,"So11111111111111111111111111111111111111112","39zSVsSHFqNhARbVh6n8ZF78nCmhV3gSg8D39xhBNe73",12650096685,1488390354022
2467737605,371.91,1,"8fT67XSf2vtFTs8u7DomssLwqK1p1YUJrES4BeTGnESm",1749320460,"24vqN2PBKzyhdNjEsHrrdCciMvyaBcrEFNmrkmboYaxbkZxhgaF3j6WJN6WiBqLWoXNTYwUnWij9FvVJ7Q7Ks6T8",45,"y9MiNQS3HTzMeHAq26JEkDhjYkDAkL4RLY3CP8wk7Ff",11992926293,1807.45,"B2HixYbjP7qrAGP2mgcBBEf4qhrSGYXtKihA8jro2M5U","So11111111111111111111111111111111111111112",4797170516770,2467737605
2986816014,450.14,1,"CC5kXezsgdEc2FM2DBAsgUenJzrKYqXiUn2a1PHt6SEi",1749320460,"24vqN2PBKzyhdNjEsHrrdCciMvyaBcrEFNmrkmboYaxbkZxhgaF3j6WJN6WiBqLWoXNTYwUnWij9FvVJ7Q7Ks6T8",96,"y9MiNQS3HTzMeHAq26JEkDhjYkDAkL4RLY3CP8wk7Ff",14174465345,2136.23,"B2HixYbjP7qrAGP2mgcBBEf4qhrSGYXtKihA8jro2M5U","So11111111111111111111111111111111111111112",5669786137519,2986816014
613,0,0,"HXzkkswG8A2etA2nWWQg6NQKoy4zXrZP5JmXYFrYNRdz",1749320461,"259C3w1kKraEdEgYrex9KuTeyza6UC4FjnhxTi6WqEQhi4cpw18WguTFUyf2RANsNKeXDc4nX9MKxm1vXxYqwNx8",21,"GE47FkQYBZAHD9QgMrRp9k1W8eMMUxMkfHXRcNEcwfGZ",3,0,"So11111111111111111111111111111111111111112","Ai3eKAWjzKMV8wRwd41nVP83yqfbAVJykhvJVPxspump",613,5471
7627805647,1149.59,1,"8P2NWwgvHof9RNMdt9FCtiJbTHQnmqAqE1JU8RyzomWM",1749320463,"2665z6gN2v9z85XNNu6RXmsbEJ4A8GemtmPSMHrUzQcZgaz7y4Y1Y8mGboCZG6TDHCuHj91Yzaa9nfWbHvp3MvS9",45,"8rAQvSZ3APy63bYrDydcK2M1qpNsm7KqcQyd1A4QUY64",13506114287,2035.51,"2hPBMjEGzwdPPgiTNdyMNaXTFfj1Z5ejPU5TqVnTLRxj","So11111111111111111111111111111111111111112",5402445714472,7627805647
6302280557,949.82,0,"9HgTDHD2FobbTRQDbm8FqaeVMJc82j6azvpsAL4zEWn7",1749320463,"2665z6gN2v9z85XNNu6RXmsbEJ4A8GemtmPSMHrUzQcZgaz7y4Y1Y8mGboCZG6TDHCuHj91Yzaa9nfWbHvp3MvS9",90,"8rAQvSZ3APy63bYrDydcK2M1qpNsm7KqcQyd1A4QUY64",11128853002,1677.23,"2hPBMjEGzwdPPgiTNdyMNaXTFfj1Z5ejPU5TqVnTLRxj","So11111111111111111111111111111111111111112",4451541200046,6302280557
644298317,97.1,1,"8VAuiWLasTHieSseuyKC6cSYvcTEPdLZLe8mFymFqsSD",1749320464,"26CAAbwRfd8v9TtuWBC3uvxyGgXRctK1KkM3MzvBGywpoyZJAYFVRkCLJuyFFmxBxEBJiPGfco6tWpRf7cz91YNA",45,"4vjHn45ht3bKnrJi6ZvaWvB2So5SXKWqZVM2QziM6JVy",2623026309,395.32,"8292BZgqGMgh6nkWcwrxWn9VbfJXNKvNBHnVdwV4yrSF","So11111111111111111111111111111111111111112",1049210523151,644298317
491148089,74.02,0,"4K4J8jWC9JwaaiQV8t3AbQKEsVQnRK2ws99HMkxP2b7T",1749320464,"26CAAbwRfd8v9TtuWBC3uvxyGgXRctK1KkM3MzvBGywpoyZJAYFVRkCLJuyFFmxBxEBJiPGfco6tWpRf7cz91YNA",90,"4vjHn45ht3bKnrJi6ZvaWvB2So5SXKWqZVM2QziM6JVy",1998790184,301.24,"8292BZgqGMgh6nkWcwrxWn9VbfJXNKvNBHnVdwV4yrSF","So11111111111111111111111111111111111111112",799516073207,491148089
5045757,0.76,0,"86JGVSkKzWTBYJam3FVFgibiQEv64127ZobDU8ibtuTu",1749320460,"26HACrw6Ajdmrx7kE1Tg17frHT7AbcArC76HfJ7BHZjrwxb8Lf92KW1k6AiXfduEM6Pf54cVyPoLGVoH5XRK6pv8",23,"BdjfXqH2MDPhuoaMUgKPy4RwF6sStUb8nDqjrJGgDUaC",15138,0,"So11111111111111111111111111111111111111112","39zSVsSHFqNhARbVh6n8ZF78nCmhV3gSg8D39xhBNe73",5045757,581564666
4391163981,661.79,1,"7EJUrt5BJVif9AmnkJcEJyxcgv55eiXQS4awn3UW5VLj",1749320462,"26hhitJfJBbqpWysSLAErZFmSSqG3z7HDEg4CcWS9qgP5wHbVoXcw9Q4VKHWQea1Tn4SnezeWr2DMqAwytsRAKML",45,"HtBG9ecH83zwb2WrFBp1s8jjZaqgXAjNGaruU9zEdEZX",20731000902,3124.37,"FaDv4kq6xMWDye9ZXYWhTqhnJKe3dYiQi1zc413PutBK","So11111111111111111111111111111111111111112",8292400360322,4391163981
3077420477,463.8,0,"A7zvmFWVFqp692HPA3VaYebp2WcydNUVhSr3cBGwHWyt",1749320462,"26hhitJfJBbqpWysSLAErZFmSSqG3z7HDEg4CcWS9qgP5wHbVoXcw9Q4VKHWQea1Tn4SnezeWr2DMqAwytsRAKML",90,"HtBG9ecH83zwb2WrFBp1s8jjZaqgXAjNGaruU9zEdEZX",14482827287,2182.71,"FaDv4kq6xMWDye9ZXYWhTqhnJKe3dYiQi1zc413PutBK","So11111111111111111111111111111111111111112",5793130914495,3077420477
3340670438,503.47,0,"7qbNi8QFrREPfz6iBzTQ483dPzTDeZj4bDpknvNvNs7x",1749320464,"27iNxFZSGGCLqZ9juPzpPWVytWkGFFduR2bDQirE19SRGa6gaHp2e3UbVG8nwgRrAqxeabeX5tu9sJ3nM5DefFdp",23,"3YzeRqYZU79bqSFobtVFqDk2mBoeiaW8USsi6yzGsF4j",10022013,1.51,"So11111111111111111111111111111111111111112","7iFpiWGdzpkxFjs84g84kPtHpQWKBgRapgk8Tdtg2duP",3340670438,5892670882590
6799654854,1024.78,1,"B6BpnMkCX5ZDXwjVZgDi1fKv1g5YQxzHBvFg6iRpa7Ya",1749320461,"27vR7yU2PvqcLTAJKecrLZWNviM6mCTV1wLR573mq4iNb7EGT5vFhtaUSTu1NsUzey7ShHwpFvdu8LvsDnm2NKsQ",45,"B8etKk6p33jLnzWTNLnN6Nvzrg54YXvuYQkpwyvcghA5",41982910295,6327.24,"8Hx32p5mJdszpzDz4ASaBPNo8d58eWYSLgPpj3jFnyTk","So11111111111111111111111111111111111111112",16793164117958,6799654854
3871284272,583.44,0,"9PgGHpxtg2W4k9aj1dd5Hm8a8Qr2kk8C8xifTkndD8DW",1749320461,"27vR7yU2PvqcLTAJKecrLZWNviM6mCTV1wLR573mq4iNb7EGT5vFhtaUSTu1NsUzey7ShHwpFvdu8LvsDnm2NKsQ",90,"B8etKk6p33jLnzWTNLnN6Nvzrg54YXvuYQkpwyvcghA5",23631961522,3561.57,"8Hx32p5mJdszpzDz4ASaBPNo8d58eWYSLgPpj3jFnyTk","So11111111111111111111111111111111111111112",9452784608302,3871284272
7975546888,1201.99,1,"BVEeSErXMH5Gmqf2iwDyxJ1jt2CzrNJHnXWoJQeswYNU",1749320460,"28GLrSGjhmwogPdvg9od7PgjZyynJ3LFWDtziFZEJZWY5rz6dNVADaZpPaJ267HgDP6amYGG6u68G6cr5GQrQWAd",45,"A9NvNz97S7MpSzKjbSvrYXJ78ECd19tRAzwT9yeDv69W",53897015322,8122.82,"BPurhBhxyBwDNUeJ9w4X6gxojHJb3gztgfhwBcnQWGS3","So11111111111111111111111111111111111111112",21558806128074,7975546888
7689155298,1158.83,0,"J7AzZRb3hWBtMkK5JzrkJcfLDix7TTKdGwnYZ9U4FanZ",1749320460,"28GLrSGjhmwogPdvg9od7PgjZyynJ3LFWDtziFZEJZWY5rz6dNVADaZpPaJ267HgDP6amYGG6u68G6cr5GQrQWAd",90,"A9NvNz97S7MpSzKjbSvrYXJ78ECd19tRAzwT9yeDv69W",51912064693,7823.67,"BPurhBhxyBwDNUeJ9w4X6gxojHJb3gztgfhwBcnQWGS3","So11111111111111111111111111111111111111112",20764825876936,7689155298
144890824,21.84,0,"H7QwWF2R1p9YBXzQuk2cURqNPXrtfCfyncCdMrjGsC9y",1749320461,"28zX8WiFRywxJCwoLYyLafiqQpVFMkhveARqjNopXLB7uNk8bbQCWMMKFeA3PiDbQLEbC52UP9pnAnZ1aveQUS5K",35,"HuzSpg58Z6nHsZgbxaNX9eetPJVeirNS51nMy6NxTG7u",23696879,3.57,"AUDNsWaQrmPt38kxzbAHBKMh6rW9yU7ZnFWJZaiQ83kU","So11111111111111111111111111111111111111112",9478751413,144890824
3340670438,503.47,0,"7qbNi8QFrREPfz6iBzTQ483dPzTDeZj4bDpknvNvNs7x",1749320461,"29DECuWdTx7teiPC1goRnQWBbLLwaqBuMF6mqibcbm4NyBSCHgWgzVMKhVjHKFPpP6Ha3tSjtZ8uvLScSxmQ3SEQ",23,"3YzeRqYZU79bqSFobtVFqDk2mBoeiaW8USsi6yzGsF4j",10022013,1.51,"So11111111111111111111111111111111111111112","7iFpiWGdzpkxFjs84g84kPtHpQWKBgRapgk8Tdtg2duP",3340670438,5892670882590
38708636,5.83,1,"5L2w7J2xCiwvxd3E6NtSReKKobb7oiFwp74bPmcTpPYB",1749320464,"29LSKxVU7erEfC3GYAYTAEhLpaf7RNrcH4bWKCcLDVRXaHKhENG4o18fvuCfD3YsxdRUTtzRdMn5UL8EDSsbFFrk",41,"6Z5htyNPBWggGNCK8p6dg6CsXWWxjUSz6XdXZ17wKod5",31808000,4.79,"E4ietnQURbew1577SHehu99y5xKozzw2Mz5mZc6VyAAX","So11111111111111111111111111111111111111112",12723199543,38708636
898045,0.14,0,"A6avuReeb4NPHHd8UduCRU4AVUqfgmLQJ4Aq82ZQ1NB5",1749320460,"29QGSn2tyYmCPhbgDzndD99yCy93ecHuprFsahumte6dq9Niybh1NyewZL2dEMhjyNPhtu9dNpgpkiHAwB4XG5pv",51,"ESs7CFTgJuHKFxwu5Y7qerndWYnHQjbaj9u7rUinHbaV",2697,0,"So11111111111111111111111111111111111111112","EdkMbLbaHZNUSez4Z36t8fZbHwtQ4Wt34Q4YLx2ipump",898045,117135244
265534485,40.02,0,"DMYScb6Ht41xDgnFHstsGt69EkgoL4dEVWgTjmRYpkLw",1749320463,"29cxNMqApPH1NRDoXYjL1YdTiFev832fYKWuDxw4QhyNFiqVjK5kfgM5567SUi3MeLmgoNoTCWBAxt3pfdeXqSv6",35,"EjhMhs3b2kYsnvEc7fTjHnWf34LVELFdPr5Yg5ufeWF3",92864425,14,"CM6PfMPQXpFs3Vt2wQcGWGoQFGBxLbYYZrzjdns2CVmh","So11111111111111111111111111111111111111112",37145769744,265534485
77082,0.01,0,"8pzBGC9KkyssMFuckrcZTN52rhMng5ikpqkmQNoKn45V",1749320464,"29vdrkSekVyo3QZ9bxpEse5C6ktMJTfNBFrjq25qpWeV1WpaHAmeuHVusxLQ9GMDkcu2cN1duFfLZgcUZS2RoyMP",25,"7Q85cfsaZtRbSiwHUmsq3GsU6cFWWeZJvYFBuVbmtkaY",233,0,"So11111111111111111111111111111111111111112","8BjQHNfcMzNM36rdk6avoJj3c3CTcDGMU5S26Hhgpump",77082,14893658
1907666083,287.5,0,"HRDJSK3R6gFvJKvygkk8G2s1B9xg3ciQ6p6sMzTczTUj",1749320460,"2AL7eXCVD6RhFAqVaT5uRbywikM1758hbbXVnLwXt193hMjVdqmPD4NnWaTq63PXugBaNHNyU14G88vFRSJzeSrw",35,"7RiMA56we1LB1vzj3m9Sav6RJt2D8rMc53W6h1nDbJpF",1256689,0.19,"C1E8UaRodrxZNJJjfYeFo8FZR9xGUYv9ycUyAJakiAQG","So11111111111111111111111111111111111111112",502675144,1907666083
5567721401,839.11,1,"CDwDVoQx68FwXd2SvMz9E1bA3FvmZaWWnoYfFFJZwi91",1749320461,"2ASbrSrhRrSJrpb6zdso8weJXeNyuamS5zseF7NZmDxEL9XGpx7pUtXPXxdtut3zB3HLxxgbCyGzF9XcunC4kTdj",45,"37mETtTck2ha4n1X5zc9zh9me35RbC2fBXfc1GpCxDa1",15533318848,2341.03,"4gFy2jSh2WPFS2dTYzuhGowiuCf82JVBhYuGjgZvUoLA","So11111111111111111111111111111111111111112",6213327538616,5567721401
5914345065,891.35,0,"Fe5EDUgxaTD2J5Htn81Zar2WjxSBwGsS6DXF3v1ycdKT",1749320461,"2ASbrSrhRrSJrpb6zdso8weJXeNyuamS5zseF7NZmDxEL9XGpx7pUtXPXxdtut3zB3HLxxgbCyGzF9XcunC4kTdj",90,"37mETtTck2ha4n1X5zc9zh9me35RbC2fBXfc1GpCxDa1",16513797712,2488.79,"4gFy2jSh2WPFS2dTYzuhGowiuCf82JVBhYuGjgZvUoLA","So11111111111111111111111111111111111111112",6605519084271,5914345065
